lcl|NC_000922.1_gene_1	NC_010287.1_gene_271	73.33	3e-06	75
lcl|NC_000922.1_gene_1	NC_010287.1_gene_480	100.00	0.72	15
lcl|NC_000922.1_gene_1	NC_010287.1_gene_815	89.47	2.5	19
lcl|NC_000922.1_gene_1	NC_010287.1_gene_632	100.00	2.5	14
lcl|NC_000922.1_gene_1	NC_010287.1_gene_141	100.00	2.5	14
lcl|NC_000922.1_gene_1	NC_010287.1_gene_75	83.33	2.5	24
lcl|NC_000922.1_gene_1	NC_010287.1_gene_924	100.00	8.7	13
lcl|NC_000922.1_gene_1	NC_010287.1_gene_901	100.00	8.7	13
lcl|NC_000922.1_gene_1	NC_010287.1_gene_891	100.00	8.7	13
lcl|NC_000922.1_gene_1	NC_010287.1_gene_754	93.75	8.7	16
lcl|NC_000922.1_gene_1	NC_010287.1_gene_664	100.00	8.7	13
lcl|NC_000922.1_gene_1	NC_010287.1_gene_294	100.00	8.7	13
lcl|NC_000922.1_gene_2	NC_010287.1_gene_743	100.00	0.064	17
lcl|NC_000922.1_gene_2	NC_010287.1_gene_335	87.50	0.22	24
lcl|NC_000922.1_gene_2	NC_010287.1_gene_514	100.00	0.78	15
lcl|NC_000922.1_gene_2	NC_010287.1_gene_471	100.00	0.78	15
lcl|NC_000922.1_gene_2	NC_010287.1_gene_229	100.00	2.7	14
lcl|NC_000922.1_gene_2	NC_010287.1_gene_127	83.33	2.7	24
lcl|NC_000922.1_gene_2	NC_010287.1_gene_41	100.00	2.7	14
lcl|NC_000922.1_gene_2	NC_010287.1_gene_3	100.00	2.7	14
lcl|NC_000922.1_gene_2	NC_010287.1_gene_915	100.00	9.5	13
lcl|NC_000922.1_gene_2	NC_010287.1_gene_716	100.00	9.5	13
lcl|NC_000922.1_gene_2	NC_010287.1_gene_636	100.00	9.5	13
lcl|NC_000922.1_gene_2	NC_010287.1_gene_544	100.00	9.5	13
lcl|NC_000922.1_gene_2	NC_010287.1_gene_494	100.00	9.5	13
lcl|NC_000922.1_gene_2	NC_010287.1_gene_436	100.00	9.5	13
lcl|NC_000922.1_gene_2	NC_010287.1_gene_433	100.00	9.5	13
lcl|NC_000922.1_gene_2	NC_010287.1_gene_406	93.75	9.5	16
lcl|NC_000922.1_gene_2	NC_010287.1_gene_362	93.75	9.5	16
lcl|NC_000922.1_gene_2	NC_010287.1_gene_357	88.89	9.5	18
lcl|NC_000922.1_gene_2	NC_010287.1_gene_300	85.71	9.5	21
lcl|NC_000922.1_gene_2	NC_010287.1_gene_252	88.89	9.5	18
lcl|NC_000922.1_gene_2	NC_010287.1_gene_194	82.61	9.5	23
lcl|NC_000922.1_gene_2	NC_010287.1_gene_143	88.89	9.5	18
lcl|NC_000922.1_gene_2	NC_010287.1_gene_130	93.75	9.5	16
lcl|NC_000922.1_gene_2	NC_010287.1_gene_116	100.00	9.5	13
lcl|NC_000922.1_gene_2	NC_010287.1_gene_37	88.89	9.5	18
lcl|NC_000922.1_gene_2	NC_010287.1_gene_35	93.75	9.5	16
lcl|NC_000922.1_gene_3	NC_010287.1_gene_273	68.65	5e-151	1445
lcl|NC_000922.1_gene_3	NC_010287.1_gene_716	90.48	1.1	21
lcl|NC_000922.1_gene_3	NC_010287.1_gene_542	94.74	1.1	19
lcl|NC_000922.1_gene_3	NC_010287.1_gene_888	94.44	4.0	18
lcl|NC_000922.1_gene_3	NC_010287.1_gene_791	100.00	4.0	15
lcl|NC_000922.1_gene_3	NC_010287.1_gene_743	100.00	4.0	15
lcl|NC_000922.1_gene_3	NC_010287.1_gene_654	86.96	4.0	23
lcl|NC_000922.1_gene_3	NC_010287.1_gene_632	94.44	4.0	18
lcl|NC_000922.1_gene_3	NC_010287.1_gene_489	94.44	4.0	18
lcl|NC_000922.1_gene_3	NC_010287.1_gene_480	100.00	4.0	15
lcl|NC_000922.1_gene_3	NC_010287.1_gene_356	100.00	4.0	15
lcl|NC_000922.1_gene_3	NC_010287.1_gene_261	100.00	4.0	15
lcl|NC_000922.1_gene_3	NC_010287.1_gene_182	94.44	4.0	18
lcl|NC_000922.1_gene_4	NC_010287.1_gene_274	70.00	0.0	1420
lcl|NC_000922.1_gene_4	NC_010287.1_gene_129	81.82	0.093	33
lcl|NC_000922.1_gene_4	NC_010287.1_gene_792	90.91	0.32	22
lcl|NC_000922.1_gene_4	NC_010287.1_gene_214	88.00	0.32	25
lcl|NC_000922.1_gene_4	NC_010287.1_gene_882	84.62	1.1	26
lcl|NC_000922.1_gene_4	NC_010287.1_gene_375	94.74	1.1	19
lcl|NC_000922.1_gene_4	NC_010287.1_gene_375	100.00	3.9	15
lcl|NC_000922.1_gene_4	NC_010287.1_gene_205	82.76	1.1	29
lcl|NC_000922.1_gene_4	NC_010287.1_gene_918	90.00	3.9	20
lcl|NC_000922.1_gene_4	NC_010287.1_gene_883	85.19	3.9	27
lcl|NC_000922.1_gene_4	NC_010287.1_gene_737	90.00	3.9	20
lcl|NC_000922.1_gene_4	NC_010287.1_gene_700	78.95	3.9	38
lcl|NC_000922.1_gene_4	NC_010287.1_gene_611	84.00	3.9	25
lcl|NC_000922.1_gene_4	NC_010287.1_gene_591	100.00	3.9	15
lcl|NC_000922.1_gene_4	NC_010287.1_gene_589	94.44	3.9	18
lcl|NC_000922.1_gene_4	NC_010287.1_gene_403	90.00	3.9	20
lcl|NC_000922.1_gene_4	NC_010287.1_gene_112	100.00	3.9	15
lcl|NC_000922.1_gene_4	NC_010287.1_gene_51	86.96	3.9	23
lcl|NC_000922.1_gene_5	NC_010287.1_gene_291	100.00	0.014	20
lcl|NC_000922.1_gene_5	NC_010287.1_gene_701	79.49	0.18	39
lcl|NC_000922.1_gene_5	NC_010287.1_gene_390	95.00	0.62	20
lcl|NC_000922.1_gene_5	NC_010287.1_gene_269	81.25	0.62	32
lcl|NC_000922.1_gene_5	NC_010287.1_gene_265	79.07	0.62	43
lcl|NC_000922.1_gene_5	NC_010287.1_gene_822	81.25	2.1	32
