[["id57"],"genes","id57","NZ_AOBT01000018.1",0,201868]
[["MXF1_RS0126430","gene5217"],"genes","MXF1_RS0126430","NZ_AOBT01000018.1",1055,1451]
[["MXF1_RS0126435","gene5218"],"genes","MXF1_RS0126435","NZ_AOBT01000018.1",1461,2292]
[["MXF1_RS0126440","gene5219"],"genes","MXF1_RS0126440","NZ_AOBT01000018.1",2507,3635]
[["MXF1_RS39250","gene5220"],"genes","MXF1_RS39250","NZ_AOBT01000018.1",3662,4400]
[["MXF1_RS0126450","gene5221"],"genes","MXF1_RS0126450","NZ_AOBT01000018.1",4442,4910]
[["MXF1_RS0126455","gene5222"],"genes","MXF1_RS0126455","NZ_AOBT01000018.1",5030,5789]
[["MXF1_RS0126460","gene5223"],"genes","MXF1_RS0126460","NZ_AOBT01000018.1",5838,7050]
[["MXF1_RS0126465","gene5224"],"genes","MXF1_RS0126465","NZ_AOBT01000018.1",7175,7937]
[["MXF1_RS0126470","gene5225"],"genes","MXF1_RS0126470","NZ_AOBT01000018.1",8092,9004]
[["MXF1_RS0126475","gene5226"],"genes","MXF1_RS0126475","NZ_AOBT01000018.1",9103,9628]
[["MXF1_RS0126480","gene5227"],"genes","MXF1_RS0126480","NZ_AOBT01000018.1",9640,10609]
[["MXF1_RS0126485","gene5228"],"genes","MXF1_RS0126485","NZ_AOBT01000018.1",10701,11904]
[["MXF1_RS0126490","gene5229"],"genes","MXF1_RS0126490","NZ_AOBT01000018.1",11956,13126]
[["MXF1_RS0126495","gene5230"],"genes","MXF1_RS0126495","NZ_AOBT01000018.1",13122,14199]
[["MXF1_RS0126500","gene5231"],"genes","MXF1_RS0126500","NZ_AOBT01000018.1",14280,15360]
[["MXF1_RS0126505","gene5232"],"genes","MXF1_RS0126505","NZ_AOBT01000018.1",15453,16821]
[["MXF1_RS0126510","gene5233"],"genes","MXF1_RS0126510","NZ_AOBT01000018.1",16914,17652]
[["MXF1_RS0126515","gene5234"],"genes","MXF1_RS0126515","NZ_AOBT01000018.1",17681,19109]
[["MXF1_RS0126520","gene5235"],"genes","MXF1_RS0126520","NZ_AOBT01000018.1",19123,20338]
[["MXF1_RS0126525","gene5236"],"genes","MXF1_RS0126525","NZ_AOBT01000018.1",20334,20907]
[["MXF1_RS0126530","gene5237"],"genes","MXF1_RS0126530","NZ_AOBT01000018.1",21232,21478]
[["MXF1_RS0126535","gene5238"],"genes","MXF1_RS0126535","NZ_AOBT01000018.1",21570,21999]
[["MXF1_RS0126540","gene5239"],"genes","MXF1_RS0126540","NZ_AOBT01000018.1",22047,22503]
[["MXF1_RS0126545","gene5240"],"genes","MXF1_RS0126545","NZ_AOBT01000018.1",22502,23642]
[["MXF1_RS38720","gene5241"],"genes","MXF1_RS38720","NZ_AOBT01000018.1",23634,24457]
[["MXF1_RS0126555","gene5242"],"genes","MXF1_RS0126555","NZ_AOBT01000018.1",24464,25583]
[["MXF1_RS0126560","gene5243"],"genes","MXF1_RS0126560","NZ_AOBT01000018.1",25742,26309]
[["MXF1_RS0126565","gene5244"],"genes","MXF1_RS0126565","NZ_AOBT01000018.1",26445,28701]
[["MXF1_RS0126570","gene5245"],"genes","MXF1_RS0126570","NZ_AOBT01000018.1",28700,29510]
[["MXF1_RS0126575","gene5246"],"genes","MXF1_RS0126575","NZ_AOBT01000018.1",29623,30937]
[["MXF1_RS0126580","gene5247"],"genes","MXF1_RS0126580","NZ_AOBT01000018.1",30990,32652]
[["MXF1_RS0126585","gene5248"],"genes","MXF1_RS0126585","NZ_AOBT01000018.1",32696,33725]
[["MXF1_RS0126590","gene5249"],"genes","MXF1_RS0126590","NZ_AOBT01000018.1",33770,34049]
[["MXF1_RS0126595","gene5250"],"genes","MXF1_RS0126595","NZ_AOBT01000018.1",34070,35225]
