lcl|NC_000922.1_gene_1	NC_000117.1_gene_2	73.33	3e-06
lcl|NC_000922.1_gene_1	NC_000117.1_gene_217	100.00	0.72
lcl|NC_000922.1_gene_1	NC_000117.1_gene_810	100.00	2.5
lcl|NC_000922.1_gene_1	NC_000117.1_gene_745	83.33	2.5
lcl|NC_000922.1_gene_1	NC_000117.1_gene_550	89.47	2.5
lcl|NC_000922.1_gene_1	NC_000117.1_gene_367	100.00	2.5
lcl|NC_000922.1_gene_1	NC_000117.1_gene_659	100.00	8.7
lcl|NC_000922.1_gene_1	NC_000117.1_gene_636	100.00	8.7
lcl|NC_000922.1_gene_1	NC_000117.1_gene_626	100.00	8.7
lcl|NC_000922.1_gene_1	NC_000117.1_gene_489	93.75	8.7
lcl|NC_000922.1_gene_1	NC_000117.1_gene_173	100.00	8.7
lcl|NC_000922.1_gene_1	NC_000117.1_gene_26	100.00	8.7
lcl|NC_000922.1_gene_2	NC_000117.1_gene_478	100.00	0.064
lcl|NC_000922.1_gene_2	NC_000117.1_gene_67	87.50	0.22
lcl|NC_000922.1_gene_2	NC_000117.1_gene_250	100.00	0.78
lcl|NC_000922.1_gene_2	NC_000117.1_gene_208	100.00	0.78
lcl|NC_000922.1_gene_2	NC_000117.1_gene_796	83.33	2.7
lcl|NC_000922.1_gene_2	NC_000117.1_gene_711	100.00	2.7
lcl|NC_000922.1_gene_2	NC_000117.1_gene_673	100.00	2.7
lcl|NC_000922.1_gene_2	NC_000117.1_gene_919	88.89	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_863	82.61	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_812	88.89	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_799	93.75	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_785	100.00	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_707	88.89	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_705	93.75	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_650	100.00	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_452	100.00	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_413	100.00	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_280	100.00	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_231	100.00	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_170	100.00	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_167	100.00	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_139	93.75	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_95	93.75	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_90	88.89	9.5
lcl|NC_000922.1_gene_2	NC_000117.1_gene_32	85.71	9.5
lcl|NC_000922.1_gene_3	NC_000117.1_gene_4	68.51	2e-148
lcl|NC_000922.1_gene_3	NC_000117.1_gene_408	100.00	0.33
lcl|NC_000922.1_gene_3	NC_000117.1_gene_452	90.48	1.1
lcl|NC_000922.1_gene_3	NC_000117.1_gene_278	94.74	1.1
lcl|NC_000922.1_gene_3	NC_000117.1_gene_89	100.00	1.1
lcl|NC_000922.1_gene_3	NC_000117.1_gene_851	94.44	4.0
lcl|NC_000922.1_gene_3	NC_000117.1_gene_623	94.44	4.0
lcl|NC_000922.1_gene_3	NC_000117.1_gene_526	100.00	4.0
