lcl|NC_000922.1_gene_65	NC_010287.1_gene_608	91.94
lcl|NC_000922.1_gene_69	NC_010287.1_gene_602	95.83
lcl|NC_000922.1_gene_70	NC_010287.1_gene_601	83.16
lcl|NC_000922.1_gene_71	NC_010287.1_gene_600	95.71
lcl|NC_000922.1_gene_77	NC_010287.1_gene_594	83.84
lcl|NC_000922.1_gene_79	NC_010287.1_gene_592	78.80
lcl|NC_000922.1_gene_84	NC_010287.1_gene_587	70.86
lcl|NC_000922.1_gene_107	NC_010287.1_gene_289	72.23
lcl|NC_000922.1_gene_111	NC_010287.1_gene_293	78.43
lcl|NC_000922.1_gene_116	NC_010287.1_gene_298	79.06
lcl|NC_000922.1_gene_128	NC_010287.1_gene_308	100.00
lcl|NC_000922.1_gene_132	NC_010287.1_gene_382	81.13
lcl|NC_000922.1_gene_152	NC_010287.1_gene_482	100.00
lcl|NC_000922.1_gene_153	NC_010287.1_gene_481	95.95
lcl|NC_000922.1_gene_216	NC_010287.1_gene_466	72.37
lcl|NC_000922.1_gene_229	NC_010287.1_gene_452	100.00
lcl|NC_000922.1_gene_230	NC_010287.1_gene_453	98.63
lcl|NC_000922.1_gene_257	NC_010287.1_gene_415	97.59
lcl|NC_000922.1_gene_258	NC_010287.1_gene_414	100.00
lcl|NC_000922.1_gene_262	NC_010287.1_gene_498	100.00
lcl|NC_000922.1_gene_263	NC_010287.1_gene_497	97.30
lcl|NC_000922.1_gene_276	NC_010287.1_gene_463	75.57
lcl|NC_000922.1_gene_276	NC_010287.1_gene_463	81.92
lcl|NC_000922.1_gene_316	NC_010287.1_gene_370	80.16
lcl|NC_000922.1_gene_349	NC_010287.1_gene_338	75.03
lcl|NC_000922.1_gene_361	NC_010287.1_gene_332	98.67
lcl|NC_000922.1_gene_385	NC_010287.1_gene_315	81.15
lcl|NC_000922.1_gene_497	NC_010287.1_gene_682	77.68
lcl|NC_000922.1_gene_519	NC_010287.1_gene_684	78.29
lcl|NC_000922.1_gene_520	NC_010287.1_gene_685	81.67
lcl|NC_000922.1_gene_536	NC_010287.1_gene_702	97.70
lcl|NC_000922.1_gene_543	NC_010287.1_gene_709	97.26
lcl|NC_000922.1_gene_546	NC_010287.1_gene_727	83.07
lcl|NC_000922.1_gene_547	NC_010287.1_gene_728	79.54
lcl|NC_000922.1_gene_554	NC_010287.1_gene_734	75.13
lcl|NC_000922.1_gene_580	NC_010287.1_gene_759	95.18
lcl|NC_000922.1_gene_585	NC_010287.1_gene_763	97.30
lcl|NC_000922.1_gene_590	NC_010287.1_gene_767	100.00
lcl|NC_000922.1_gene_616	NC_010287.1_gene_794	97.75
lcl|NC_000922.1_gene_624	NC_010287.1_gene_803	97.59
lcl|NC_000922.1_gene_628	NC_010287.1_gene_807	76.04
lcl|NC_000922.1_gene_639	NC_010287.1_gene_818	81.35
lcl|NC_000922.1_gene_642	NC_010287.1_gene_821	83.41
lcl|NC_000922.1_gene_656	NC_010287.1_gene_835	76.31
lcl|NC_000922.1_gene_659	NC_010287.1_gene_838	77.04
lcl|NC_000922.1_gene_660	NC_010287.1_gene_839	96.43
lcl|NC_000922.1_gene_697	NC_010287.1_gene_55	100.00
lcl|NC_000922.1_gene_702	NC_010287.1_gene_50	100.00
lcl|NC_000922.1_gene_706	NC_010287.1_gene_46	97.26
lcl|NC_000922.1_gene_747	NC_010287.1_gene_5	98.63
lcl|NC_000922.1_gene_753	NC_010287.1_gene_937	73.79
lcl|NC_000922.1_gene_754	NC_010287.1_gene_936	98.65
lcl|NC_000922.1_gene_763	NC_010287.1_gene_918	80.46
lcl|NC_000922.1_gene_785	NC_010287.1_gene_905	95.95
lcl|NC_000922.1_gene_849	NC_010287.1_gene_76	77.86
lcl|NC_000922.1_gene_856	NC_010287.1_gene_83	98.61
lcl|NC_000922.1_gene_884	NC_010287.1_gene_112	73.51
lcl|NC_000922.1_gene_888	NC_010287.1_gene_116	75.60
lcl|NC_000922.1_gene_889	NC_010287.1_gene_117	95.95
lcl|NC_000922.1_gene_890	NC_010287.1_gene_131	93.95
lcl|NC_000922.1_gene_890	NC_010287.1_gene_118	93.95
lcl|NC_000922.1_gene_891	NC_010287.1_gene_119	93.25
lcl|NC_000922.1_gene_891	NC_010287.1_gene_132	93.22
lcl|NC_000922.1_gene_903	NC_010287.1_gene_129	74.14
lcl|NC_000922.1_gene_911	NC_010287.1_gene_140	98.59
lcl|NC_000922.1_gene_950	NC_010287.1_gene_172	81.49
lcl|NC_000922.1_gene_962	NC_010287.1_gene_185	98.61
lcl|NC_000922.1_gene_963	NC_010287.1_gene_186	75.66
lcl|NC_000922.1_gene_1000	NC_010287.1_gene_220	100.00
lcl|NC_000922.1_gene_1008	NC_010287.1_gene_228	100.00
lcl|NC_000922.1_gene_1038	NC_010287.1_gene_257	97.59
