lcl|NC_000922.1_gene_1	NC_002620.2_gene_279	71.43	5e-09
lcl|NC_000922.1_gene_1	NC_002620.2_gene_827	89.47	2.6
lcl|NC_000922.1_gene_1	NC_002620.2_gene_760	100.00	2.6
lcl|NC_000922.1_gene_1	NC_002620.2_gene_690	100.00	2.6
lcl|NC_000922.1_gene_1	NC_002620.2_gene_272	100.00	2.6
lcl|NC_000922.1_gene_1	NC_002620.2_gene_937	82.61	9.0
lcl|NC_000922.1_gene_1	NC_002620.2_gene_766	93.75	9.0
lcl|NC_000922.1_gene_1	NC_002620.2_gene_546	100.00	9.0
lcl|NC_000922.1_gene_1	NC_002620.2_gene_445	80.77	9.0
lcl|NC_000922.1_gene_1	NC_002620.2_gene_317	88.89	9.0
lcl|NC_000922.1_gene_1	NC_002620.2_gene_254	88.89	9.0
lcl|NC_000922.1_gene_1	NC_002620.2_gene_239	93.75	9.0
lcl|NC_000922.1_gene_1	NC_002620.2_gene_150	88.89	9.0
lcl|NC_000922.1_gene_1	NC_002620.2_gene_77	93.75	9.0
lcl|NC_000922.1_gene_2	NC_002620.2_gene_755	95.00	0.067
lcl|NC_000922.1_gene_2	NC_002620.2_gene_199	100.00	0.81
lcl|NC_000922.1_gene_2	NC_002620.2_gene_42	100.00	0.81
lcl|NC_000922.1_gene_2	NC_002620.2_gene_36	90.91	0.81
lcl|NC_000922.1_gene_2	NC_002620.2_gene_940	100.00	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_907	94.12	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_627	100.00	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_627	100.00	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_538	100.00	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_420	89.47	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_361	86.36	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_360	86.36	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_273	89.47	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_191	100.00	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_74	100.00	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_65	94.12	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_44	100.00	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_32	100.00	2.8
lcl|NC_000922.1_gene_2	NC_002620.2_gene_868	93.75	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_740	93.75	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_727	85.71	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_603	100.00	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_572	93.75	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_395	93.75	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_379	100.00	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_377	93.75	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_331	85.71	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_311	93.75	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_279	88.89	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_72	100.00	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_38	85.71	9.9
lcl|NC_000922.1_gene_2	NC_002620.2_gene_22	82.61	9.9
lcl|NC_000922.1_gene_3	NC_002620.2_gene_281	69.43	3e-147
lcl|NC_000922.1_gene_3	NC_002620.2_gene_281	78.95	0.097
lcl|NC_000922.1_gene_3	NC_002620.2_gene_904	90.48	1.2
lcl|NC_000922.1_gene_3	NC_002620.2_gene_550	94.74	1.2
lcl|NC_000922.1_gene_3	NC_002620.2_gene_896	90.00	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_843	100.00	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_755	100.00	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_744	100.00	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_685	94.44	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_664	100.00	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_641	100.00	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_568	100.00	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_561	100.00	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_446	94.44	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_438	100.00	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_379	100.00	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_360	100.00	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_343	100.00	4.1
lcl|NC_000922.1_gene_3	NC_002620.2_gene_324	86.96	4.1
lcl|NC_000922.1_gene_4	NC_002620.2_gene_282	70.26	0.0
lcl|NC_000922.1_gene_4	NC_002620.2_gene_900	94.74	1.2
lcl|NC_000922.1_gene_4	NC_002620.2_gene_133	87.50	1.2
lcl|NC_000922.1_gene_4	NC_002620.2_gene_852	100.00	4.1
lcl|NC_000922.1_gene_4	NC_002620.2_gene_847	100.00	4.1
lcl|NC_000922.1_gene_4	NC_002620.2_gene_786	100.00	4.1
lcl|NC_000922.1_gene_4	NC_002620.2_gene_602	88.46	4.1
lcl|NC_000922.1_gene_4	NC_002620.2_gene_600	78.79	4.1
lcl|NC_000922.1_gene_4	NC_002620.2_gene_538	86.96	4.1
lcl|NC_000922.1_gene_4	NC_002620.2_gene_439	94.44	4.1
lcl|NC_000922.1_gene_4	NC_002620.2_gene_432	100.00	4.1
lcl|NC_000922.1_gene_4	NC_002620.2_gene_54	94.44	4.1
lcl|NC_000922.1_gene_4	NC_002620.2_gene_4	94.44	4.1
lcl|NC_000922.1_gene_5	NC_002620.2_gene_272	85.71	0.18
lcl|NC_000922.1_gene_5	NC_002620.2_gene_272	94.44	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_112	88.89	0.18
lcl|NC_000922.1_gene_5	NC_002620.2_gene_744	90.91	0.64
lcl|NC_000922.1_gene_5	NC_002620.2_gene_328	100.00	0.64
lcl|NC_000922.1_gene_5	NC_002620.2_gene_890	100.00	2.2
lcl|NC_000922.1_gene_5	NC_002620.2_gene_817	87.50	2.2
lcl|NC_000922.1_gene_5	NC_002620.2_gene_530	94.74	2.2
lcl|NC_000922.1_gene_5	NC_002620.2_gene_275	90.48	2.2
lcl|NC_000922.1_gene_5	NC_002620.2_gene_858	100.00	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_844	94.44	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_753	100.00	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_740	90.00	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_722	94.44	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_512	90.00	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_446	85.19	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_358	84.00	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_277	86.96	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_277	94.44	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_274	100.00	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_165	100.00	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_87	84.00	7.8
lcl|NC_000922.1_gene_5	NC_002620.2_gene_33	100.00	7.8
lcl|NC_000922.1_gene_6	NC_002620.2_gene_620	100.00	0.39
lcl|NC_000922.1_gene_6	NC_002620.2_gene_367	90.00	0.39
lcl|NC_000922.1_gene_6	NC_002620.2_gene_419	100.00	4.7
lcl|NC_000922.1_gene_6	NC_002620.2_gene_30	100.00	4.7
lcl|NC_000922.1_gene_7	NC_002620.2_gene_597	100.00	0.19
lcl|NC_000922.1_gene_7	NC_002620.2_gene_134	88.00	0.67
lcl|NC_000922.1_gene_7	NC_002620.2_gene_87	90.91	0.67
lcl|NC_000922.1_gene_7	NC_002620.2_gene_937	90.48	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_865	100.00	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_858	84.62	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_782	90.48	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_740	80.65	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_737	94.74	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_718	90.48	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_614	100.00	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_466	100.00	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_451	100.00	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_451	100.00	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_73	94.74	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_73	94.74	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_21	94.74	2.3
lcl|NC_000922.1_gene_7	NC_002620.2_gene_905	100.00	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_834	94.44	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_809	88.00	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_651	90.00	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_651	90.00	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_606	85.19	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_591	100.00	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_482	100.00	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_465	94.44	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_460	82.14	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_458	94.44	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_447	100.00	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_447	78.79	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_396	86.96	8.1
lcl|NC_000922.1_gene_7	NC_002620.2_gene_361	94.44	8.1
