lcl|NC_000117.1_gene_2	NC_002620.2_gene_279	83.88
lcl|NC_000117.1_gene_3	NC_002620.2_gene_280	89.40
lcl|NC_000117.1_gene_4	NC_002620.2_gene_281	84.76
lcl|NC_000117.1_gene_5	NC_002620.2_gene_282	85.49
lcl|NC_000117.1_gene_9	NC_002620.2_gene_286	80.92
lcl|NC_000117.1_gene_11	NC_002620.2_gene_288	80.39
lcl|NC_000117.1_gene_12	NC_002620.2_gene_289	81.32
lcl|NC_000117.1_gene_13	NC_002620.2_gene_290	84.17
lcl|NC_000117.1_gene_14	NC_002620.2_gene_291	84.47
lcl|NC_000117.1_gene_20	NC_002620.2_gene_297	93.36
lcl|NC_000117.1_gene_22	NC_002620.2_gene_299	81.45
lcl|NC_000117.1_gene_24	NC_002620.2_gene_301	90.21
lcl|NC_000117.1_gene_26	NC_002620.2_gene_303	80.50
lcl|NC_000117.1_gene_27	NC_002620.2_gene_304	84.54
lcl|NC_000117.1_gene_28	NC_002620.2_gene_305	91.43
lcl|NC_000117.1_gene_29	NC_002620.2_gene_306	81.19
lcl|NC_000117.1_gene_30	NC_002620.2_gene_307	92.35
lcl|NC_000117.1_gene_31	NC_002620.2_gene_308	84.43
lcl|NC_000117.1_gene_32	NC_002620.2_gene_309	82.23
lcl|NC_000117.1_gene_34	NC_002620.2_gene_311	82.77
lcl|NC_000117.1_gene_35	NC_002620.2_gene_312	81.99
lcl|NC_000117.1_gene_40	NC_002620.2_gene_316	100.00
lcl|NC_000117.1_gene_42	NC_002620.2_gene_318	84.47
lcl|NC_000117.1_gene_44	NC_002620.2_gene_319	85.83
lcl|NC_000117.1_gene_47	NC_002620.2_gene_322	92.40
lcl|NC_000117.1_gene_48	NC_002620.2_gene_323	86.41
lcl|NC_000117.1_gene_49	NC_002620.2_gene_324	83.60
lcl|NC_000117.1_gene_50	NC_002620.2_gene_325	85.26
lcl|NC_000117.1_gene_50	NC_002620.2_gene_325	85.17
lcl|NC_000117.1_gene_50	NC_002620.2_gene_325	84.27
lcl|NC_000117.1_gene_50	NC_002620.2_gene_325	90.65
lcl|NC_000117.1_gene_52	NC_002620.2_gene_327	83.05
lcl|NC_000117.1_gene_56	NC_002620.2_gene_331	80.35
lcl|NC_000117.1_gene_57	NC_002620.2_gene_332	87.70
lcl|NC_000117.1_gene_59	NC_002620.2_gene_335	83.33
lcl|NC_000117.1_gene_60	NC_002620.2_gene_336	79.26
lcl|NC_000117.1_gene_64	NC_002620.2_gene_340	100.00
lcl|NC_000117.1_gene_65	NC_002620.2_gene_341	80.09
lcl|NC_000117.1_gene_67	NC_002620.2_gene_343	81.99
lcl|NC_000117.1_gene_68	NC_002620.2_gene_344	82.43
lcl|NC_000117.1_gene_70	NC_002620.2_gene_346	89.26
lcl|NC_000117.1_gene_71	NC_002620.2_gene_348	88.26
lcl|NC_000117.1_gene_73	NC_002620.2_gene_351	85.26
lcl|NC_000117.1_gene_77	NC_002620.2_gene_355	82.65
lcl|NC_000117.1_gene_78	NC_002620.2_gene_356	85.39
lcl|NC_000117.1_gene_79	NC_002620.2_gene_357	79.85
lcl|NC_000117.1_gene_80	NC_002620.2_gene_358	84.47
lcl|NC_000117.1_gene_81	NC_002620.2_gene_359	84.65
lcl|NC_000117.1_gene_83	NC_002620.2_gene_361	79.72
lcl|NC_000117.1_gene_86	NC_002620.2_gene_364	89.91
lcl|NC_000117.1_gene_89	NC_002620.2_gene_367	78.08
lcl|NC_000117.1_gene_90	NC_002620.2_gene_368	79.65
lcl|NC_000117.1_gene_91	NC_002620.2_gene_369	91.48
lcl|NC_000117.1_gene_95	NC_002620.2_gene_373	87.52
lcl|NC_000117.1_gene_96	NC_002620.2_gene_374	86.89
lcl|NC_000117.1_gene_99	NC_002620.2_gene_377	85.36
lcl|NC_000117.1_gene_100	NC_002620.2_gene_378	87.63
lcl|NC_000117.1_gene_101	NC_002620.2_gene_379	81.13
lcl|NC_000117.1_gene_102	NC_002620.2_gene_380	90.19
lcl|NC_000117.1_gene_103	NC_002620.2_gene_381	88.21
lcl|NC_000117.1_gene_104	NC_002620.2_gene_382	81.45
lcl|NC_000117.1_gene_108	NC_002620.2_gene_386	82.44
