lcl|NC_010287.1_gene_1	NC_002620.2_gene_1	80.64
lcl|NC_010287.1_gene_2	NC_002620.2_gene_2	81.94
lcl|NC_010287.1_gene_3	NC_002620.2_gene_3	85.35
lcl|NC_010287.1_gene_5	NC_002620.2_gene_5	100.00
lcl|NC_010287.1_gene_6	NC_002620.2_gene_6	82.75
lcl|NC_010287.1_gene_7	NC_002620.2_gene_7	81.24
lcl|NC_010287.1_gene_8	NC_002620.2_gene_8	78.94
lcl|NC_010287.1_gene_9	NC_002620.2_gene_9	79.13
lcl|NC_010287.1_gene_10	NC_002620.2_gene_10	80.32
lcl|NC_010287.1_gene_12	NC_002620.2_gene_13	81.82
lcl|NC_010287.1_gene_15	NC_002620.2_gene_16	76.44
lcl|NC_010287.1_gene_16	NC_002620.2_gene_17	74.02
lcl|NC_010287.1_gene_19	NC_002620.2_gene_20	85.63
lcl|NC_010287.1_gene_24	NC_002620.2_gene_25	82.86
lcl|NC_010287.1_gene_26	NC_002620.2_gene_27	100.00
lcl|NC_010287.1_gene_29	NC_002620.2_gene_30	82.84
lcl|NC_010287.1_gene_30	NC_002620.2_gene_31	90.30
lcl|NC_010287.1_gene_31	NC_002620.2_gene_32	82.50
lcl|NC_010287.1_gene_34	NC_002620.2_gene_35	88.56
lcl|NC_010287.1_gene_35	NC_002620.2_gene_36	80.49
lcl|NC_010287.1_gene_36	NC_002620.2_gene_37	87.84
lcl|NC_010287.1_gene_40	NC_002620.2_gene_41	85.40
lcl|NC_010287.1_gene_41	NC_002620.2_gene_42	89.74
lcl|NC_010287.1_gene_43	NC_002620.2_gene_44	84.25
lcl|NC_010287.1_gene_44	NC_002620.2_gene_45	82.12
lcl|NC_010287.1_gene_45	NC_002620.2_gene_46	82.74
lcl|NC_010287.1_gene_46	NC_002620.2_gene_47	100.00
lcl|NC_010287.1_gene_47	NC_002620.2_gene_48	79.48
lcl|NC_010287.1_gene_49	NC_002620.2_gene_50	98.63
lcl|NC_010287.1_gene_50	NC_002620.2_gene_51	100.00
lcl|NC_010287.1_gene_51	NC_002620.2_gene_52	85.99
lcl|NC_010287.1_gene_52	NC_002620.2_gene_53	84.17
lcl|NC_010287.1_gene_53	NC_002620.2_gene_54	84.47
lcl|NC_010287.1_gene_54	NC_002620.2_gene_55	84.61
lcl|NC_010287.1_gene_55	NC_002620.2_gene_56	100.00
lcl|NC_010287.1_gene_56	NC_002620.2_gene_57	79.85
lcl|NC_010287.1_gene_57	NC_002620.2_gene_58	81.34
lcl|NC_010287.1_gene_58	NC_002620.2_gene_59	84.21
lcl|NC_010287.1_gene_59	NC_002620.2_gene_60	83.56
lcl|NC_010287.1_gene_65	NC_002620.2_gene_66	79.90
lcl|NC_010287.1_gene_66	NC_002620.2_gene_67	84.44
lcl|NC_010287.1_gene_67	NC_002620.2_gene_68	80.81
lcl|NC_010287.1_gene_68	NC_002620.2_gene_69	80.70
lcl|NC_010287.1_gene_73	NC_002620.2_gene_74	82.76
lcl|NC_010287.1_gene_75	NC_002620.2_gene_77	83.13
lcl|NC_010287.1_gene_76	NC_002620.2_gene_78	83.34
lcl|NC_010287.1_gene_78	NC_002620.2_gene_80	84.00
lcl|NC_010287.1_gene_80	NC_002620.2_gene_82	86.12
lcl|NC_010287.1_gene_81	NC_002620.2_gene_83	87.91
lcl|NC_010287.1_gene_82	NC_002620.2_gene_84	83.68
lcl|NC_010287.1_gene_83	NC_002620.2_gene_85	100.00
lcl|NC_010287.1_gene_84	NC_002620.2_gene_87	85.65
lcl|NC_010287.1_gene_86	NC_002620.2_gene_89	83.43
lcl|NC_010287.1_gene_89	NC_002620.2_gene_92	82.31
lcl|NC_010287.1_gene_92	NC_002620.2_gene_94	79.33
lcl|NC_010287.1_gene_94	NC_002620.2_gene_96	81.18
lcl|NC_010287.1_gene_96	NC_002620.2_gene_98	79.94
lcl|NC_010287.1_gene_100	NC_002620.2_gene_102	83.76
lcl|NC_010287.1_gene_104	NC_002620.2_gene_106	81.47
lcl|NC_010287.1_gene_106	NC_002620.2_gene_108	83.27
lcl|NC_010287.1_gene_107	NC_002620.2_gene_109	78.22
lcl|NC_010287.1_gene_110	NC_002620.2_gene_112	79.90
lcl|NC_010287.1_gene_111	NC_002620.2_gene_113	89.19
lcl|NC_010287.1_gene_112	NC_002620.2_gene_114	80.93
lcl|NC_010287.1_gene_115	NC_002620.2_gene_117	81.92
