[["id106"],"genes","id106","NZ_AKYI02000020.1",0,171358]
[["MXDZ_RS0222125","gene3099"],"genes","MXDZ_RS0222125","NZ_AKYI02000020.1",0,906]
[["accC","gene3100"],"genes","accC","NZ_AKYI02000020.1",1094,2480]
[["accB","gene3101"],"genes","accB","NZ_AKYI02000020.1",2553,3153]
[["efp","gene3102"],"genes","efp","NZ_AKYI02000020.1",3196,3775]
[["MXDZ_RS0222145","gene3103"],"genes","MXDZ_RS0222145","NZ_AKYI02000020.1",3909,4272]
[["MXDZ_RS0222150","gene3104"],"genes","MXDZ_RS0222150","NZ_AKYI02000020.1",4332,5025]
[["MXDZ_RS0222155","gene3105"],"genes","MXDZ_RS0222155","NZ_AKYI02000020.1",5034,7740]
[["MXDZ_RS0222160","gene3106"],"genes","MXDZ_RS0222160","NZ_AKYI02000020.1",7797,8400]
[["MXDZ_RS0222165","gene3107"],"genes","MXDZ_RS0222165","NZ_AKYI02000020.1",8404,9022]
[["MXDZ_RS0222170","gene3108"],"genes","MXDZ_RS0222170","NZ_AKYI02000020.1",9036,9714]
[["MXDZ_RS0222175","gene3109"],"genes","MXDZ_RS0222175","NZ_AKYI02000020.1",9741,10929]
[["MXDZ_RS0222180","gene3110"],"genes","MXDZ_RS0222180","NZ_AKYI02000020.1",11039,12464]
[["MXDZ_RS0222185","gene3111"],"genes","MXDZ_RS0222185","NZ_AKYI02000020.1",12537,13659]
[["MXDZ_RS0222190","gene3112"],"genes","MXDZ_RS0222190","NZ_AKYI02000020.1",13675,14683]
[["MXDZ_RS0222195","gene3113"],"genes","MXDZ_RS0222195","NZ_AKYI02000020.1",14706,15474]
[["MXDZ_RS0222200","gene3114"],"genes","MXDZ_RS0222200","NZ_AKYI02000020.1",15473,16454]
[["MXDZ_RS0222205","gene3115"],"genes","MXDZ_RS0222205","NZ_AKYI02000020.1",16450,17446]
[["MXDZ_RS0222210","gene3116"],"genes","MXDZ_RS0222210","NZ_AKYI02000020.1",17465,18128]
[["MXDZ_RS0222215","gene3117"],"genes","MXDZ_RS0222215","NZ_AKYI02000020.1",18314,19751]
[["MXDZ_RS0222220","gene3118"],"genes","MXDZ_RS0222220","NZ_AKYI02000020.1",19747,21280]
[["MXDZ_RS0222225","gene3119"],"genes","MXDZ_RS0222225","NZ_AKYI02000020.1",21341,22595]
[["MXDZ_RS0222230","gene3120"],"genes","MXDZ_RS0222230","NZ_AKYI02000020.1",22652,23771]
[["pilB","gene3121"],"genes","pilB","NZ_AKYI02000020.1",23813,25514]
[["MXDZ_RS0222240","gene3122"],"genes","MXDZ_RS0222240","NZ_AKYI02000020.1",25718,26645]
[["MXDZ_RS0222245","gene3123"],"genes","MXDZ_RS0222245","NZ_AKYI02000020.1",26720,27341]
[["MXDZ_RS0222250","gene3124"],"genes","MXDZ_RS0222250","NZ_AKYI02000020.1",27451,28495]
[["MXDZ_RS0222255","gene3125"],"genes","MXDZ_RS0222255","NZ_AKYI02000020.1",28551,28971]
[["MXDZ_RS0222260","gene3126"],"genes","MXDZ_RS0222260","NZ_AKYI02000020.1",29014,30202]
[["MXDZ_RS0222265","gene3127"],"genes","MXDZ_RS0222265","NZ_AKYI02000020.1",30246,30657]
[["MXDZ_RS38845","gene3128"],"genes","MXDZ_RS38845","NZ_AKYI02000020.1",30714,33680]
[["MXDZ_RS0222275","gene3129"],"genes","MXDZ_RS0222275","NZ_AKYI02000020.1",33693,34431]
[["MXDZ_RS0222280","gene3130"],"genes","MXDZ_RS0222280","NZ_AKYI02000020.1",34427,35177]
