[["id45"],"genes","id45","NZ_AKYI02000048.1",0,42101]
[["rrf","gene462"],"genes","rrf","NZ_AKYI02000048.1",39,156]
[["MXDZ_RS0235805","gene463"],"genes","MXDZ_RS0235805","NZ_AKYI02000048.1",462,987]
[["MXDZ_RS0235810","gene464"],"genes","MXDZ_RS0235810","NZ_AKYI02000048.1",990,1191]
[["MXDZ_RS0235815","gene465"],"genes","MXDZ_RS0235815","NZ_AKYI02000048.1",1257,1560]
[["MXDZ_RS0235820","gene466"],"genes","MXDZ_RS0235820","NZ_AKYI02000048.1",1578,2571]
[["MXDZ_RS0235825","gene467"],"genes","MXDZ_RS0235825","NZ_AKYI02000048.1",2583,2928]
[["MXDZ_RS0235830","gene468"],"genes","MXDZ_RS0235830","NZ_AKYI02000048.1",3043,3469]
[["MXDZ_RS40285","gene469"],"genes","MXDZ_RS40285","NZ_AKYI02000048.1",3680,3908]
[["MXDZ_RS0235840","gene470"],"genes","MXDZ_RS0235840","NZ_AKYI02000048.1",4014,4854]
[["MXDZ_RS0235845","gene471"],"genes","MXDZ_RS0235845","NZ_AKYI02000048.1",4850,5609]
[["MXDZ_RS0235850","gene472"],"genes","MXDZ_RS0235850","NZ_AKYI02000048.1",5605,8017]
[["MXDZ_RS0235855","gene473"],"genes","MXDZ_RS0235855","NZ_AKYI02000048.1",8163,8643]
[["MXDZ_RS0235860","gene474"],"genes","MXDZ_RS0235860","NZ_AKYI02000048.1",8764,10462]
[["MXDZ_RS0235865","gene475"],"genes","MXDZ_RS0235865","NZ_AKYI02000048.1",10662,12468]
[["MXDZ_RS0235870","gene476"],"genes","MXDZ_RS0235870","NZ_AKYI02000048.1",12484,12973]
[["MXDZ_RS0235875","gene477"],"genes","MXDZ_RS0235875","NZ_AKYI02000048.1",12969,13584]
[["MXDZ_RS0235880","gene478"],"genes","MXDZ_RS0235880","NZ_AKYI02000048.1",13743,14976]
[["MXDZ_RS0235885","gene479"],"genes","MXDZ_RS0235885","NZ_AKYI02000048.1",15029,15323]
[["MXDZ_RS0235890","gene480"],"genes","MXDZ_RS0235890","NZ_AKYI02000048.1",15500,16550]
[["MXDZ_RS0235895","gene481"],"genes","MXDZ_RS0235895","NZ_AKYI02000048.1",16667,17573]
[["MXDZ_RS0235900","gene482"],"genes","MXDZ_RS0235900","NZ_AKYI02000048.1",17583,19656]
[["MXDZ_RS0235905","gene483"],"genes","MXDZ_RS0235905","NZ_AKYI02000048.1",19884,21465]
[["MXDZ_RS0235910","gene484"],"genes","MXDZ_RS0235910","NZ_AKYI02000048.1",21552,21954]
[["MXDZ_RS0235915","gene485"],"genes","MXDZ_RS0235915","NZ_AKYI02000048.1",21950,23567]
[["MXDZ_RS0235920","gene486"],"genes","MXDZ_RS0235920","NZ_AKYI02000048.1",23616,24333]
[["MXDZ_RS0235925","gene487"],"genes","MXDZ_RS0235925","NZ_AKYI02000048.1",24547,25198]
[["MXDZ_RS0235930","gene488"],"genes","MXDZ_RS0235930","NZ_AKYI02000048.1",25284,26100]
[["MXDZ_RS0235935","gene489"],"genes","MXDZ_RS0235935","NZ_AKYI02000048.1",26132,27119]
[["MXDZ_RS0235940","gene490"],"genes","MXDZ_RS0235940","NZ_AKYI02000048.1",27131,28073]
[["MXDZ_RS0235945","gene491"],"genes","MXDZ_RS0235945","NZ_AKYI02000048.1",28161,29046]
[["MXDZ_RS0235950","gene492"],"genes","MXDZ_RS0235950","NZ_AKYI02000048.1",29141,30818]
[["MXDZ_RS0235955","gene493"],"genes","MXDZ_RS0235955","NZ_AKYI02000048.1",30882,31704]
[["MXDZ_RS0235960","gene494"],"genes","MXDZ_RS0235960","NZ_AKYI02000048.1",31739,35384]
[["MXDZ_RS0235965","gene495"],"genes","MXDZ_RS0235965","NZ_AKYI02000048.1",35553,36789]
[["MXDZ_RS0235975","gene496"],"genes","MXDZ_RS0235975","NZ_AKYI02000048.1",36963,38343]
[["MXDZ_RS0235980","gene497"],"genes","MXDZ_RS0235980","NZ_AKYI02000048.1",38383,38752]
[["MXDZ_RS0235985","gene498"],"genes","MXDZ_RS0235985","NZ_AKYI02000048.1",38825,40406]
[["MXDZ_RS0235990","gene499"],"genes","MXDZ_RS0235990","NZ_AKYI02000048.1",40418,41738]
